"ST_CASE","PERSONS","FATALS","ROUTE","MAN_COLL","LGT_COND","WEATHERlight","BODY_TYP","AGE","INJ_SEV","DRINKING","TRAV_SP","L_TYPE","VSPD_LIM","fata_rate"
320016,7,1,"LOCAL","front","light","light","LORRY",24,"dead","Yes",110,"Licensed",75,14.29
320026,9,1,"LOCAL","front","dark","light","LORRY",46,"dead","Yes",60,"Licensed",65,11.11
320027,5,1,"LOCAL","side","light","light","small",83,"injured","NO",75,"Licensed",75,20.00
320030,2,1,"highway","front","dark","light","LORRY",43,"dead","Yes",33,"Licensed",45,50.00
320031,4,1,"LOCAL","front","dark","light","small",30,"dead","Yes",90,"Licensed",70,25.00
320038,3,1,"highway","front","dark","light","LORRY",27,"dead","Yes",65,"Licensed",35,33.33
320056,4,1,"LOCAL","front","light","light","small",67,"dead","NO",82,"Licensed",70,25.00
320057,8,1,"LOCAL","front","light","light","small",86,"injured","NO",65,"Licensed",65,12.50
320064,2,1,"highway","front","dark","light","small",20,"injured","Yes",65,"Licensed",45,50.00
320065,3,1,"LOCAL","front","light","light","small",77,"dead","NO",62,"Licensed",65,33.33
320068,5,1,"LOCAL","front","dark","light","small",73,"dead","NO",10,"Licensed",70,20.00
320087,3,2,"LOCAL","front","dark","light","small",34,"injured","Yes",75,"Licensed",55,66.67
320097,6,1,"highway","front","light","light","small",21,"injured","NO",82,"Licensed",45,16.67
320102,2,1,"highway","front","dark","light","small",57,"injured","NO",14,"Licensed",35,50.00
320108,2,1,"LOCAL","front","dark","light","small",56,"dead","NO",50,"Licensed",55,50.00
320123,5,1,"LOCAL","front","dark","mod","small",56,"injured","Yes",74,"No Lic",45,20.00
320129,5,1,"LOCAL","front","light","light","small",29,"injured","NO",93,"Licensed",70,20.00
320130,7,1,"LOCAL","side","light","light","small",30,"injured","NO",60,"No Lic",65,14.29
320135,6,1,"LOCAL","front","light","light","LORRY",61,"injured","NO",53,"Licensed",55,16.67
320148,2,1,"LOCAL","front","light","light","LORRY",54,"dead","Yes",62,"Licensed",65,50.00
320151,2,1,"LOCAL","front","dark","light","small",36,"dead","Yes",65,"Licensed",70,50.00
320164,2,1,"highway","front","dark","light","small",40,"injured","Yes",95,"Licensed",45,50.00
320168,3,2,"LOCAL","front","dark","light","small",64,"dead","NO",60,"Licensed",65,66.67
320171,2,1,"LOCAL","front","light","light","small",62,"injured","NO",72,"Licensed",70,50.00
320178,2,1,"LOCAL","front","light","light","small",27,"injured","NO",12,"Licensed",25,50.00
320183,3,1,"LOCAL","front","light","light","small",52,"injured","NO",65,"Licensed",65,33.33
320184,8,1,"highway","front","light","light","small",64,"injured","NO",51,"Licensed",35,12.50
320204,2,1,"highway","front","dark","light","LORRY",23,"dead","NO",85,"Licensed",35,50.00
320238,2,1,"LOCAL","front","dark","light","small",45,"injured","Yes",84,"Licensed",45,50.00
320249,3,1,"LOCAL","side","light","light","small",20,"injured","NO",75,"Licensed",65,33.33
320250,4,2,"LOCAL","front","light","light","LORRY",47,"injured","NO",65,"Licensed",55,50.00
320269,3,1,"LOCAL","rear","dark","light","small",29,"injured","Yes",128,"Licensed",65,33.33
320280,6,3,"LOCAL","front","light","light","small",47,"dead","NO",67,"Licensed",70,50.00
320295,3,1,"highway","front","light","light","LORRY",20,"injured","NO",35,"Licensed",45,33.33
340227,4,1,"highway","front","dark","light","small",27,"injured","Yes",40,"Licensed",25,25.00
350326,7,1,"LOCAL","front","light","light","LORRY",22,"injured","NO",66,"Licensed",65,14.29
360492,2,1,"LOCAL","front","light","light","small",22,"injured","NO",5,"Licensed",55,50.00
360502,2,1,"LOCAL","side","light","mod","small",25,"injured","NO",55,"Licensed",55,50.00
370001,3,1,"LOCAL","front","light","sever","small",67,"injured","NO",45,"Licensed",55,33.33
370016,8,1,"LOCAL","front","light","light","LORRY",29,"injured","NO",55,"Licensed",55,12.50
370019,2,1,"highway","front","dark","light","small",26,"injured","NO",50,"Licensed",45,50.00
370026,4,1,"highway","front","light","sever","small",55,"dead","NO",20,"Licensed",45,25.00
370043,2,1,"highway","front","light","mod","small",54,"dead","Yes",33,"Licensed",35,50.00
370048,3,1,"LOCAL","front","light","light","small",54,"dead","NO",45,"Licensed",45,33.33
370056,5,1,"LOCAL","side","light","light","small",51,"dead","NO",70,"Licensed",70,20.00
370057,2,2,"LOCAL","front","dark","light","small",77,"dead","NO",65,"Licensed",70,100.00
370061,2,1,"LOCAL","side","light","light","small",64,"dead","NO",85,"Licensed",65,50.00
370064,5,1,"LOCAL","front","light","light","small",37,"dead","NO",55,"Licensed",55,20.00
370074,2,1,"highway","front","light","light","LORRY",19,"dead","NO",50,"Licensed",35,50.00
370079,3,1,"highway","front","dark","light","small",35,"injured","NO",35,"No Lic",45,33.33
370086,2,1,"LOCAL","front","dark","light","small",45,"dead","NO",45,"Licensed",45,50.00
370096,2,1,"LOCAL","front","dark","light","LORRY",40,"dead","NO",65,"Licensed",65,50.00
370108,4,1,"LOCAL","front","light","light","small",45,"dead","NO",65,"Licensed",65,25.00
370110,2,1,"LOCAL","front","dark","light","small",50,"dead","NO",55,"Licensed",55,50.00
370115,4,1,"LOCAL","front","light","light","small",90,"dead","NO",45,"Licensed",60,25.00
370121,2,1,"LOCAL","front","light","light","small",92,"dead","NO",55,"Licensed",55,50.00
370146,2,1,"highway","front","light","light","small",48,"dead","Yes",20,"Licensed",55,50.00
370147,4,1,"LOCAL","front","dark","light","small",39,"dead","Yes",65,"Licensed",65,25.00
370150,2,1,"highway","front","light","light","small",42,"injured","NO",53,"Licensed",55,50.00
370155,5,1,"LOCAL","side","dark","light","small",28,"injured","NO",55,"Licensed",55,20.00
370159,3,2,"highway","side","dark","light","small",79,"dead","NO",45,"Licensed",45,66.67
370163,5,1,"LOCAL","front","light","light","small",30,"dead","NO",60,"Licensed",55,20.00
370172,2,1,"highway","front","light","light","LORRY",50,"dead","Yes",10,"Licensed",45,50.00
370179,5,1,"LOCAL","side","light","light","small",48,"injured","NO",55,"Licensed",55,20.00
370188,2,1,"LOCAL","front","dark","light","LORRY",50,"injured","NO",65,"Licensed",65,50.00
370190,2,1,"LOCAL","front","dark","light","LORRY",28,"injured","NO",90,"Licensed",55,50.00
370197,2,1,"LOCAL","front","dark","light","LORRY",43,"dead","Yes",90,"Licensed",65,50.00
370202,2,1,"LOCAL","front","light","light","small",60,"dead","NO",45,"Licensed",45,50.00
370204,3,1,"LOCAL","side","dark","light","small",71,"dead","Yes",55,"Licensed",65,33.33
370209,2,1,"LOCAL","front","light","light","small",74,"dead","NO",45,"Licensed",55,50.00
370210,2,1,"LOCAL","front","light","light","LORRY",56,"dead","Yes",45,"Licensed",45,50.00
370211,4,2,"LOCAL","front","light","light","small",31,"dead","NO",35,"Licensed",55,50.00
370217,3,1,"LOCAL","front","light","light","small",21,"dead","NO",76,"Licensed",70,33.33
370222,3,1,"LOCAL","front","light","light","small",42,"injured","NO",35,"Licensed",35,33.33
370224,4,1,"LOCAL","front","light","light","small",67,"dead","NO",50,"Licensed",55,25.00
370227,2,2,"LOCAL","front","dark","light","small",29,"dead","Yes",70,"Licensed",70,100.00
370228,2,1,"highway","front","light","light","LORRY",47,"injured","NO",10,"Licensed",35,50.00
370230,2,1,"highway","front","light","light","small",63,"injured","NO",60,"Licensed",55,50.00
370238,5,2,"highway","front","light","light","small",43,"dead","NO",60,"Licensed",55,40.00
370242,2,1,"LOCAL","front","light","light","small",80,"injured","NO",55,"Licensed",55,50.00
370243,5,2,"LOCAL","front","light","light","small",27,"injured","NO",45,"Licensed",55,40.00
370245,2,1,"LOCAL","front","light","light","small",70,"dead","NO",50,"Licensed",55,50.00
370246,3,1,"LOCAL","front","light","light","LORRY",62,"dead","NO",35,"Licensed",55,33.33
370259,3,1,"LOCAL","side","light","light","LORRY",49,"injured","NO",45,"Licensed",55,33.33
370263,2,1,"LOCAL","front","dark","light","small",48,"injured","NO",30,"Licensed",25,50.00
370265,3,3,"LOCAL","front","light","light","small",61,"dead","NO",55,"Licensed",55,100.00
370268,3,1,"highway","front","dark","light","LORRY",52,"injured","NO",30,"Licensed",55,33.33
370271,4,1,"LOCAL","front","dark","light","small",56,"injured","NO",55,"Licensed",55,25.00
370272,4,1,"highway","front","dark","light","small",22,"dead","Yes",65,"Licensed",35,25.00
370277,3,1,"LOCAL","front","dark","mod","small",40,"dead","Yes",70,"Licensed",55,33.33
370279,3,1,"LOCAL","front","dark","light","small",18,"dead","NO",70,"Licensed",70,33.33
370286,3,1,"highway","front","light","light","small",31,"injured","NO",30,"Licensed",55,33.33
370290,2,1,"LOCAL","front","light","light","small",28,"dead","Yes",60,"Licensed",55,50.00
370291,4,1,"LOCAL","front","light","light","BUS",50,"injured","NO",50,"Licensed",55,25.00
370292,4,1,"highway","front","light","light","small",61,"dead","NO",50,"Licensed",50,25.00
370300,2,1,"LOCAL","front","dark","light","LORRY",43,"injured","NO",60,"Licensed",60,50.00
370305,2,1,"highway","front","light","light","small",76,"injured","NO",10,"Licensed",55,50.00
370326,4,1,"LOCAL","side","light","light","LORRY",21,"dead","NO",80,"Licensed",65,25.00
370327,7,1,"LOCAL","front","light","light","small",73,"injured","NO",60,"Licensed",60,14.29
370340,4,3,"LOCAL","front","light","light","small",26,"dead","NO",55,"Licensed",55,75.00
370341,3,1,"LOCAL","front","light","light","small",70,"dead","NO",70,"Licensed",55,33.33
370346,3,1,"LOCAL","front","light","light","LORRY",44,"injured","NO",55,"Licensed",55,33.33
370349,5,1,"LOCAL","front","light","light","small",36,"injured","NO",40,"Licensed",40,20.00
370360,2,1,"LOCAL","front","light","light","LORRY",44,"injured","NO",55,"Licensed",55,50.00
370375,3,1,"LOCAL","front","light","light","small",70,"dead","NO",55,"Licensed",55,33.33
370377,3,1,"LOCAL","front","light","light","LORRY",39,"dead","NO",65,"Licensed",65,33.33
370380,3,1,"LOCAL","front","light","light","LORRY",21,"injured","NO",45,"Licensed",55,33.33
370385,2,1,"highway","front","light","light","small",22,"dead","NO",55,"Licensed",55,50.00
370386,2,1,"highway","front","light","light","LORRY",75,"dead","NO",35,"Licensed",45,50.00
370393,3,2,"LOCAL","front","dark","light","LORRY",36,"injured","NO",45,"Licensed",55,66.67
370407,2,1,"highway","front","light","light","small",27,"dead","NO",35,"Licensed",35,50.00
370408,2,1,"highway","front","dark","light","small",31,"dead","Yes",71,"Licensed",40,50.00
370410,2,1,"highway","front","light","light","LORRY",41,"injured","NO",60,"Licensed",45,50.00
370420,2,1,"LOCAL","front","light","light","small",67,"injured","NO",5,"Licensed",45,50.00
370422,3,1,"LOCAL","side","dark","light","LORRY",21,"dead","NO",55,"Licensed",55,33.33
370431,4,1,"LOCAL","front","light","light","small",49,"injured","NO",55,"Licensed",55,25.00
370436,2,1,"LOCAL","front","light","light","small",33,"dead","NO",55,"Licensed",55,50.00
370447,2,1,"LOCAL","side","light","light","LORRY",40,"injured","NO",35,"Licensed",55,50.00
370448,2,1,"LOCAL","side","light","light","LORRY",57,"dead","NO",70,"Licensed",55,50.00
370453,2,1,"LOCAL","front","light","light","LORRY",30,"injured","NO",55,"Licensed",55,50.00
370454,2,1,"highway","front","light","light","small",78,"dead","NO",45,"Licensed",45,50.00
370455,4,1,"LOCAL","front","dark","light","small",23,"injured","NO",55,"Licensed",55,25.00
370456,3,1,"highway","front","light","light","small",28,"injured","NO",55,"No Lic",55,33.33
370461,2,1,"LOCAL","front","dark","light","LORRY",42,"injured","NO",70,"Licensed",65,50.00
370469,4,1,"highway","front","light","light","small",38,"injured","NO",49,"Licensed",55,25.00
370485,3,1,"LOCAL","front","light","light","small",31,"dead","NO",55,"Licensed",55,33.33
370489,3,1,"highway","front","light","light","small",91,"dead","NO",20,"Licensed",55,33.33
370490,2,1,"highway","front","dark","light","LORRY",27,"dead","Yes",100,"Licensed",35,50.00
370498,2,1,"LOCAL","front","light","light","LORRY",62,"dead","Yes",40,"Licensed",55,50.00
370499,1,1,"LOCAL","front","dark","light","LORRY",31,"injured","NO",55,"Licensed",65,100.00
370505,2,1,"LOCAL","front","light","light","LORRY",59,"dead","Yes",65,"Licensed",55,50.00
370506,3,2,"LOCAL","front","dark","light","small",31,"dead","Yes",100,"Licensed",55,66.67
370516,2,1,"LOCAL","front","light","light","small",36,"injured","NO",65,"Licensed",65,50.00
370518,5,2,"highway","front","light","light","small",52,"dead","NO",45,"Licensed",35,40.00
370521,3,1,"highway","front","light","light","small",24,"injured","NO",60,"Licensed",45,33.33
370525,4,1,"LOCAL","front","light","mod","small",41,"injured","NO",70,"Licensed",70,25.00
370527,5,1,"LOCAL","front","dark","light","small",61,"dead","Yes",55,"Licensed",55,20.00
370528,3,1,"LOCAL","front","light","light","small",20,"injured","Yes",55,"Licensed",55,33.33
370532,6,1,"LOCAL","front","light","light","small",45,"injured","NO",60,"Licensed",70,16.67
370537,3,1,"LOCAL","front","light","light","LORRY",74,"dead","NO",45,"Licensed",45,33.33
370538,3,2,"highway","front","light","light","small",22,"injured","NO",49,"No Lic",45,66.67
370542,3,1,"highway","front","light","light","small",21,"injured","NO",70,"Licensed",55,33.33
370557,3,1,"LOCAL","front","light","light","small",83,"dead","NO",6,"Licensed",55,33.33
370561,2,1,"LOCAL","front","dark","light","LORRY",50,"injured","NO",60,"Licensed",65,50.00
370562,4,1,"LOCAL","side","dark","mod","small",77,"injured","NO",45,"Licensed",45,25.00
370564,4,1,"LOCAL","front","light","light","small",59,"dead","NO",55,"Licensed",55,25.00
370565,6,1,"LOCAL","front","light","light","small",29,"injured","NO",55,"Licensed",55,16.67
370568,2,1,"LOCAL","side","dark","light","small",47,"injured","Yes",50,"Licensed",50,50.00
370570,4,1,"LOCAL","front","light","light","small",26,"dead","NO",40,"Licensed",45,25.00
370573,8,2,"LOCAL","front","light","light","LORRY",43,"injured","NO",55,"Licensed",55,25.00
370580,3,1,"LOCAL","front","light","mod","small",74,"dead","NO",55,"Licensed",55,33.33
370581,5,1,"LOCAL","front","light","light","small",42,"injured","NO",55,"Licensed",55,20.00
370582,2,1,"highway","side","light","light","small",24,"injured","NO",55,"Licensed",55,50.00
370596,5,3,"LOCAL","side","light","light","small",32,"dead","NO",55,"Licensed",55,60.00
370601,2,1,"LOCAL","front","light","light","small",38,"dead","Yes",50,"Licensed",35,50.00
370602,3,1,"LOCAL","front","light","light","LORRY",35,"dead","NO",40,"Licensed",50,33.33
370605,7,1,"highway","side","dark","light","small",24,"injured","Yes",60,"Licensed",45,14.29
370610,6,1,"LOCAL","front","dark","light","small",29,"injured","Yes",70,"Licensed",65,16.67
370626,4,1,"LOCAL","side","light","light","small",83,"dead","NO",70,"Licensed",70,25.00
370629,4,2,"LOCAL","side","dark","light","small",49,"injured","Yes",65,"Licensed",45,50.00
370636,2,1,"LOCAL","side","light","light","small",59,"injured","NO",55,"Licensed",55,50.00
370641,2,1,"LOCAL","front","dark","light","small",36,"dead","NO",60,"Licensed",35,50.00
370642,2,1,"LOCAL","side","dark","light","small",74,"dead","Yes",25,"Licensed",55,50.00
370643,3,1,"LOCAL","front","light","light","small",39,"injured","NO",55,"Licensed",55,33.33
370654,3,1,"LOCAL","side","light","light","small",39,"dead","NO",55,"Licensed",55,33.33
370655,3,2,"LOCAL","front","light","light","small",63,"dead","NO",55,"Licensed",55,66.67
370661,2,1,"highway","front","dark","light","LORRY",47,"injured","NO",45,"Licensed",45,50.00
370665,5,1,"LOCAL","front","light","light","small",22,"injured","NO",35,"Licensed",55,20.00
370666,2,1,"highway","front","light","light","LORRY",46,"injured","NO",45,"Licensed",55,50.00
370669,2,1,"LOCAL","front","light","light","LORRY",38,"injured","Yes",55,"Licensed",55,50.00
370672,2,1,"LOCAL","front","dark","light","LORRY",62,"dead","Yes",30,"Licensed",55,50.00
370673,4,1,"LOCAL","front","light","light","LORRY",30,"dead","NO",55,"Licensed",30,25.00
370679,5,1,"LOCAL","front","light","mod","LORRY",48,"injured","NO",55,"Licensed",55,20.00
370681,3,1,"LOCAL","front","light","light","LORRY",43,"injured","NO",5,"Licensed",65,33.33
370682,3,1,"LOCAL","side","dark","light","small",34,"injured","NO",55,"Licensed",55,33.33
370683,2,1,"LOCAL","side","dark","light","small",54,"dead","NO",55,"Licensed",55,50.00
370711,7,1,"LOCAL","side","light","light","small",49,"dead","NO",45,"Licensed",45,14.29
370713,2,1,"LOCAL","side","light","light","small",42,"dead","NO",55,"Licensed",55,50.00
370727,4,1,"LOCAL","side","dark","light","LORRY",56,"injured","NO",35,"Licensed",35,25.00
370732,4,1,"LOCAL","side","light","light","small",37,"injured","Yes",55,"Licensed",55,25.00
370742,3,1,"LOCAL","front","light","light","small",31,"injured","NO",55,"Licensed",55,33.33
370743,2,1,"LOCAL","front","dark","light","LORRY",47,"dead","Yes",50,"Licensed",55,50.00
370745,2,1,"LOCAL","front","light","light","LORRY",40,"injured","NO",55,"Licensed",55,50.00
370747,2,1,"LOCAL","front","light","light","small",47,"dead","NO",55,"Licensed",55,50.00
370753,3,1,"LOCAL","front","dark","light","small",32,"injured","NO",55,"Licensed",55,33.33
370757,2,1,"LOCAL","front","light","light","LORRY",44,"injured","NO",15,"Licensed",30,50.00
370790,3,1,"highway","side","dark","light","small",28,"injured","NO",35,"Licensed",35,33.33
370798,2,1,"LOCAL","front","light","light","LORRY",32,"injured","NO",55,"Licensed",55,50.00
370806,4,1,"LOCAL","front","light","light","LORRY",38,"injured","NO",50,"Licensed",50,25.00
370811,3,1,"LOCAL","front","light","light","small",25,"dead","NO",55,"Licensed",55,33.33
370820,2,1,"LOCAL","front","light","light","small",56,"injured","NO",45,"Licensed",45,50.00
370825,7,2,"LOCAL","front","light","light","small",64,"injured","Yes",55,"Licensed",55,28.57
370841,6,1,"LOCAL","front","light","light","LORRY",42,"injured","NO",45,"Licensed",45,16.67
370856,5,1,"LOCAL","front","dark","sever","small",36,"injured","NO",30,"Licensed",35,20.00
370861,2,1,"LOCAL","front","light","light","small",56,"injured","NO",55,"Licensed",50,50.00
370866,4,1,"LOCAL","side","light","light","small",35,"dead","NO",45,"Licensed",45,25.00
370874,3,1,"LOCAL","front","light","light","small",60,"injured","NO",55,"Licensed",55,33.33
370878,3,1,"LOCAL","side","dark","light","LORRY",58,"dead","NO",70,"Licensed",70,33.33
370879,3,2,"LOCAL","front","light","light","small",31,"injured","Yes",55,"Licensed",55,66.67
370881,2,1,"LOCAL","front","dark","light","small",22,"injured","NO",40,"Licensed",40,50.00
370895,2,1,"LOCAL","front","light","light","small",46,"injured","NO",35,"Licensed",55,50.00
370903,2,1,"highway","front","light","mod","LORRY",68,"dead","NO",35,"Licensed",45,50.00
370919,2,1,"LOCAL","front","dark","light","small",35,"injured","NO",45,"Licensed",50,50.00
370936,3,1,"LOCAL","front","light","light","small",21,"injured","NO",65,"Licensed",50,33.33
370937,4,1,"LOCAL","side","light","light","small",66,"dead","NO",50,"Licensed",50,25.00
370942,2,1,"LOCAL","front","light","mod","small",56,"injured","NO",45,"Licensed",45,50.00
370944,2,1,"LOCAL","front","light","light","LORRY",35,"injured","NO",50,"Licensed",55,50.00
370949,4,1,"LOCAL","front","light","mod","small",27,"injured","NO",65,"Licensed",55,25.00
370964,2,1,"LOCAL","front","dark","light","small",27,"injured","NO",70,"Licensed",70,50.00
370971,2,1,"highway","side","dark","light","small",24,"injured","NO",55,"Licensed",55,50.00
370972,2,1,"LOCAL","front","light","light","LORRY",59,"injured","NO",45,"Licensed",55,50.00
370981,3,1,"highway","front","dark","light","small",52,"injured","Yes",50,"Licensed",55,33.33
370985,2,2,"highway","front","light","light","small",70,"dead","NO",5,"Licensed",55,100.00
370995,2,1,"highway","front","light","light","small",77,"dead","NO",55,"Licensed",55,50.00
371010,7,2,"LOCAL","front","light","light","LORRY",44,"injured","NO",65,"Licensed",65,28.57
371014,3,1,"highway","side","light","light","LORRY",48,"injured","NO",45,"Licensed",45,33.33
371033,2,1,"highway","front","dark","light","LORRY",44,"dead","NO",25,"Licensed",25,50.00
371036,6,1,"LOCAL","front","light","light","BUS",41,"injured","NO",10,"Licensed",70,16.67
371038,5,1,"LOCAL","front","light","light","small",65,"injured","NO",10,"Licensed",55,20.00
371044,2,1,"LOCAL","front","dark","light","small",40,"injured","Yes",50,"Licensed",60,50.00
371046,2,1,"LOCAL","front","light","light","LORRY",57,"injured","NO",55,"Licensed",55,50.00
371047,3,1,"LOCAL","front","light","light","small",52,"injured","Yes",70,"Licensed",55,33.33
371051,2,1,"LOCAL","front","light","light","small",71,"dead","NO",45,"Licensed",55,50.00
371052,2,1,"LOCAL","front","light","light","small",64,"injured","NO",25,"Licensed",55,50.00
371068,3,1,"LOCAL","front","light","light","small",18,"dead","NO",45,"Licensed",45,33.33
371072,2,1,"LOCAL","front","light","light","small",20,"injured","NO",55,"Licensed",55,50.00
371086,5,1,"LOCAL","side","light","light","small",67,"dead","NO",55,"Licensed",55,20.00
371096,4,2,"highway","front","dark","light","LORRY",57,"injured","NO",50,"Licensed",55,50.00
371105,2,1,"LOCAL","front","dark","light","small",21,"dead","Yes",80,"Licensed",60,50.00
371106,3,1,"LOCAL","front","light","light","small",49,"injured","NO",55,"Licensed",55,33.33
371110,2,1,"highway","front","dark","light","LORRY",55,"dead","Yes",55,"Licensed",50,50.00
371112,3,1,"highway","front","light","light","small",90,"dead","NO",35,"Licensed",35,33.33
371117,4,1,"highway","front","dark","light","small",21,"injured","NO",54,"Licensed",55,25.00
371130,7,1,"highway","front","light","light","small",88,"dead","Yes",45,"Licensed",45,14.29
371135,3,2,"LOCAL","front","dark","light","LORRY",57,"injured","NO",55,"Licensed",55,66.67
371143,5,1,"LOCAL","front","light","light","small",67,"dead","NO",55,"Licensed",55,20.00
371159,2,1,"LOCAL","front","light","mod","LORRY",64,"dead","NO",30,"Licensed",55,50.00
371160,2,1,"LOCAL","front","light","light","small",43,"dead","NO",55,"Licensed",55,50.00
371177,3,1,"LOCAL","front","dark","light","small",34,"injured","NO",55,"Licensed",55,33.33
371181,2,1,"LOCAL","front","light","light","small",32,"dead","NO",55,"Licensed",55,50.00
371185,4,1,"LOCAL","front","light","light","small",74,"dead","NO",65,"Licensed",55,25.00
371202,2,1,"highway","front","dark","light","small",34,"dead","Yes",45,"Licensed",45,50.00
371204,5,1,"LOCAL","front","light","light","small",30,"injured","NO",65,"Licensed",55,20.00
371209,3,1,"LOCAL","front","dark","light","LORRY",51,"injured","NO",15,"Licensed",65,33.33
371211,3,1,"LOCAL","front","light","light","LORRY",34,"injured","NO",65,"Licensed",65,33.33
371214,5,2,"LOCAL","front","dark","light","small",34,"injured","Yes",80,"Licensed",45,40.00
371216,2,1,"LOCAL","front","dark","light","small",63,"injured","Yes",40,"Licensed",55,50.00
371221,6,1,"highway","front","light","light","small",24,"injured","Yes",50,"Licensed",45,16.67
371224,2,1,"LOCAL","side","light","light","small",70,"dead","NO",55,"Licensed",55,50.00
371226,3,3,"LOCAL","front","light","light","small",24,"dead","NO",55,"Licensed",55,100.00
371238,3,1,"LOCAL","side","light","mod","small",23,"injured","NO",70,"Licensed",55,33.33
371239,3,1,"highway","front","dark","light","small",40,"injured","NO",15,"Licensed",55,33.33
371246,2,1,"LOCAL","front","dark","light","small",44,"injured","NO",55,"Licensed",55,50.00
371264,2,1,"LOCAL","front","light","light","small",46,"dead","NO",58,"Licensed",45,50.00
371265,3,1,"LOCAL","front","light","light","small",53,"dead","NO",10,"Licensed",70,33.33
371266,2,1,"LOCAL","front","light","light","small",46,"injured","NO",70,"Licensed",70,50.00
371268,5,1,"LOCAL","side","dark","light","LORRY",48,"injured","NO",45,"Licensed",65,20.00
371269,3,2,"LOCAL","front","light","mod","small",19,"injured","NO",50,"Licensed",45,66.67
371278,3,1,"LOCAL","front","dark","light","small",35,"injured","Yes",60,"Licensed",40,33.33
371288,2,1,"highway","front","light","light","LORRY",62,"injured","NO",20,"Licensed",45,50.00
371298,3,2,"LOCAL","front","dark","light","small",40,"dead","Yes",75,"Licensed",60,66.67
371299,3,1,"LOCAL","front","dark","light","small",22,"dead","Yes",90,"Licensed",60,33.33
371301,3,2,"LOCAL","front","light","light","small",69,"dead","NO",60,"Licensed",55,66.67
371321,3,1,"LOCAL","front","dark","light","small",31,"injured","Yes",55,"Licensed",55,33.33
371326,2,1,"LOCAL","front","light","light","small",55,"injured","Yes",70,"Licensed",45,50.00
371335,2,2,"LOCAL","front","dark","mod","small",18,"dead","NO",55,"Licensed",55,100.00
371340,4,1,"highway","front","light","light","small",31,"dead","Yes",45,"Licensed",45,25.00
390010,3,1,"LOCAL","front","light","light","small",19,"injured","NO",55,"Licensed",55,33.33
390024,7,1,"highway","side","dark","light","small",51,"dead","Yes",65,"Licensed",25,14.29
390039,2,1,"highway","front","dark","light","small",20,"dead","NO",45,"Licensed",40,50.00
390056,6,2,"LOCAL","front","light","light","small",37,"dead","NO",60,"Licensed",55,33.33
390064,6,1,"LOCAL","front","dark","light","small",21,"dead","Yes",70,"Licensed",55,16.67
390086,5,5,"LOCAL","front","dark","light","small",61,"dead","Yes",55,"Licensed",45,100.00
390088,2,1,"LOCAL","front","light","light","small",19,"dead","NO",55,"Licensed",55,50.00
390090,2,1,"LOCAL","front","dark","light","small",22,"injured","Yes",45,"Licensed",45,50.00
390095,2,2,"LOCAL","front","dark","light","small",22,"dead","NO",55,"Licensed",60,100.00
390101,3,1,"highway","front","light","light","small",30,"injured","NO",55,"Licensed",40,33.33
390104,2,1,"highway","front","dark","light","small",53,"dead","NO",35,"Licensed",35,50.00
390110,2,1,"highway","front","dark","mod","small",56,"dead","Yes",40,"Licensed",35,50.00
390112,3,1,"LOCAL","side","light","light","LORRY",48,"dead","NO",55,"Licensed",55,33.33
390122,2,1,"LOCAL","side","dark","mod","small",25,"dead","NO",50,"Licensed",50,50.00
390134,3,1,"LOCAL","front","dark","light","small",38,"dead","NO",70,"Licensed",55,33.33
390148,2,1,"LOCAL","front","light","light","small",69,"injured","NO",35,"Licensed",35,50.00
390155,5,1,"highway","side","dark","light","small",34,"dead","Yes",90,"Licensed",45,20.00
390164,2,1,"LOCAL","front","dark","light","small",35,"injured","Yes",100,"Licensed",65,50.00
390174,2,1,"LOCAL","front","light","light","small",64,"injured","NO",60,"Licensed",55,50.00
390205,2,2,"highway","front","light","mod","small",28,"dead","Yes",82,"Licensed",35,100.00
390206,2,1,"LOCAL","front","dark","light","small",24,"dead","NO",65,"Licensed",65,50.00
390214,5,3,"LOCAL","front","dark","light","small",22,"dead","NO",76,"Licensed",55,60.00
390244,3,1,"highway","front","light","light","small",36,"dead","NO",45,"Licensed",45,33.33
390250,2,1,"highway","front","dark","light","small",24,"injured","NO",45,"Licensed",45,50.00
390257,3,1,"LOCAL","side","light","light","small",52,"dead","NO",50,"Licensed",50,33.33
390304,4,3,"LOCAL","front","dark","light","small",30,"dead","Yes",60,"Licensed",55,75.00
390309,2,1,"LOCAL","side","light","light","LORRY",46,"dead","NO",60,"Licensed",65,50.00
390310,4,1,"LOCAL","front","dark","mod","small",39,"dead","NO",55,"Licensed",55,25.00
390311,3,1,"highway","front","dark","light","LORRY",20,"dead","NO",10,"Licensed",35,33.33
390337,3,2,"LOCAL","front","light","light","LORRY",65,"dead","NO",53,"Licensed",55,66.67
390386,2,1,"LOCAL","front","dark","light","LORRY",43,"dead","NO",50,"Licensed",98,50.00
390392,2,1,"LOCAL","front","light","light","small",26,"dead","NO",60,"Licensed",55,50.00
390408,3,2,"LOCAL","front","light","light","small",44,"dead","NO",55,"Licensed",45,66.67
390411,3,1,"highway","front","dark","light","small",29,"injured","NO",35,"Licensed",35,33.33
390420,3,1,"LOCAL","side","dark","light","small",39,"dead","NO",50,"Licensed",55,33.33
390443,3,1,"LOCAL","front","dark","light","LORRY",53,"dead","Yes",60,"Licensed",40,33.33
