"ST_CASE","PERSONS","FATALS","ROUTE","MAN_COLL","LGT_COND","WEATHERlight","BODY_TYP","AGE","INJ_SEV","DRINKING","TRAV_SP","L_TYPE","VSPD_LIM","fata_rate"
390458,2,1,"highway","front","dark","light","small",40,"injured","Yes",70,"Licensed",35,50.00
390464,2,1,"highway","front","light","light","small",73,"injured","NO",15,"Licensed",55,50.00
390500,2,1,"LOCAL","front","dark","light","LORRY",25,"dead","NO",110,"Licensed",55,50.00
390527,3,1,"LOCAL","front","dark","light","small",39,"injured","Yes",60,"Licensed",60,33.33
390532,2,1,"highway","front","dark","light","small",38,"dead","NO",45,"Licensed",35,50.00
390539,2,1,"LOCAL","front","light","light","LORRY",59,"dead","Yes",55,"Licensed",55,50.00
390567,2,1,"LOCAL","side","dark","light","small",22,"dead","NO",67,"Licensed",55,50.00
390569,2,1,"highway","front","light","light","small",50,"dead","Yes",35,"Licensed",35,50.00
390638,2,1,"highway","front","light","light","small",21,"injured","NO",3,"Licensed",35,50.00
390639,3,1,"LOCAL","side","light","light","small",55,"dead","NO",70,"Licensed",60,33.33
390707,2,1,"LOCAL","front","light","light","small",18,"dead","NO",60,"Licensed",55,50.00
390715,2,1,"LOCAL","front","dark","light","small",39,"dead","NO",55,"Licensed",65,50.00
390721,2,1,"LOCAL","front","dark","light","LORRY",19,"dead","NO",65,"Licensed",65,50.00
390812,2,1,"LOCAL","front","light","light","small",30,"dead","NO",55,"Licensed",55,50.00
390826,2,1,"LOCAL","front","dark","light","small",20,"dead","NO",69,"Licensed",70,50.00
390891,8,1,"LOCAL","front","dark","light","LORRY",52,"dead","Yes",100,"Licensed",65,12.50
390899,4,1,"highway","front","dark","light","small",54,"dead","NO",65,"Licensed",35,25.00
390936,2,1,"LOCAL","front","light","light","small",81,"dead","NO",50,"Licensed",45,50.00
390957,2,2,"LOCAL","front","light","light","small",84,"dead","NO",55,"Licensed",55,100.00
390964,2,1,"highway","front","light","light","small",18,"dead","NO",60,"Licensed",35,50.00
390979,2,1,"LOCAL","front","dark","light","small",40,"dead","Yes",28,"Licensed",35,50.00
390985,4,1,"LOCAL","front","dark","light","small",60,"dead","NO",60,"Licensed",45,25.00
390990,4,1,"highway","front","light","light","small",84,"dead","NO",35,"Licensed",35,25.00
391005,3,1,"highway","front","dark","sever","small",24,"injured","Yes",70,"Licensed",35,33.33
391015,2,1,"highway","front","light","light","small",30,"dead","NO",35,"Licensed",35,50.00
391037,4,1,"highway","front","dark","light","small",34,"injured","Yes",70,"Licensed",55,25.00
391073,5,1,"highway","front","light","light","small",56,"dead","NO",40,"Licensed",35,20.00
391088,2,1,"LOCAL","front","dark","light","small",21,"injured","Yes",99,"Licensed",65,50.00
391096,4,1,"LOCAL","front","light","light","small",86,"dead","NO",55,"Licensed",55,25.00
391097,2,1,"LOCAL","front","dark","light","small",62,"dead","NO",10,"Licensed",25,50.00
400098,4,1,"highway","front","dark","light","small",42,"injured","NO",52,"Licensed",45,25.00
420046,6,1,"LOCAL","front","light","sever","LORRY",32,"injured","NO",45,"Licensed",55,16.67
420049,7,5,"LOCAL","front","dark","light","small",28,"injured","Yes",49,"Licensed",55,71.43
420078,2,1,"LOCAL","front","light","light","small",26,"dead","NO",55,"Licensed",55,50.00
420080,2,1,"LOCAL","front","dark","light","small",31,"dead","NO",80,"Licensed",45,50.00
420090,2,1,"LOCAL","front","light","light","small",76,"dead","NO",55,"Licensed",55,50.00
420124,5,1,"LOCAL","front","dark","mod","small",57,"dead","Yes",45,"Licensed",50,20.00
420140,3,1,"LOCAL","side","dark","light","small",48,"dead","Yes",66,"Licensed",40,33.33
420212,4,1,"LOCAL","front","light","mod","small",23,"injured","Yes",40,"Licensed",40,25.00
420219,5,1,"LOCAL","front","light","light","LORRY",24,"dead","NO",48,"Licensed",45,20.00
420220,3,1,"LOCAL","front","dark","light","small",37,"dead","NO",65,"Licensed",55,33.33
420239,4,1,"LOCAL","side","light","mod","small",68,"injured","NO",50,"Licensed",40,25.00
420246,2,1,"LOCAL","front","light","light","small",40,"dead","NO",55,"Licensed",55,50.00
420284,2,1,"LOCAL","front","light","mod","LORRY",73,"dead","NO",50,"Licensed",65,50.00
420322,7,3,"LOCAL","side","light","light","small",23,"dead","NO",70,"Licensed",70,42.86
420330,9,3,"LOCAL","front","dark","light","small",44,"dead","Yes",62,"Licensed",65,33.33
420335,2,1,"LOCAL","front","light","light","LORRY",31,"injured","NO",55,"Licensed",55,50.00
420380,7,1,"LOCAL","front","light","light","small",23,"injured","NO",15,"Licensed",45,14.29
420387,2,1,"LOCAL","front","light","light","small",94,"injured","NO",15,"Licensed",35,50.00
420402,5,1,"LOCAL","front","light","light","small",44,"injured","NO",65,"Licensed",65,20.00
420416,6,1,"LOCAL","front","light","light","small",73,"injured","NO",65,"Licensed",45,16.67
420424,6,1,"LOCAL","front","light","light","small",73,"injured","NO",25,"Licensed",35,16.67
420481,5,1,"LOCAL","front","light","light","LORRY",78,"dead","NO",40,"Licensed",45,20.00
420490,2,1,"LOCAL","front","light","light","small",26,"dead","Yes",55,"Licensed",40,50.00
420491,2,1,"LOCAL","front","light","light","small",89,"dead","NO",55,"Licensed",45,50.00
420505,2,1,"LOCAL","front","light","light","small",82,"dead","NO",45,"Licensed",55,50.00
420514,2,1,"LOCAL","front","light","light","small",58,"dead","NO",40,"Licensed",35,50.00
420515,4,1,"LOCAL","front","light","mod","small",84,"injured","NO",30,"Licensed",35,25.00
420527,3,1,"LOCAL","front","light","light","small",32,"injured","Yes",35,"Licensed",40,33.33
420535,3,1,"LOCAL","front","dark","light","small",23,"dead","Yes",60,"Licensed",45,33.33
420540,2,1,"LOCAL","front","light","light","small",72,"injured","NO",15,"Licensed",40,50.00
420581,3,1,"LOCAL","front","light","light","LORRY",56,"dead","NO",40,"Licensed",40,33.33
420594,4,2,"LOCAL","front","dark","light","small",19,"dead","Yes",100,"Licensed",35,50.00
420599,7,2,"LOCAL","front","light","light","small",35,"injured","NO",45,"No Lic",45,28.57
420616,2,1,"LOCAL","front","light","light","small",84,"dead","NO",40,"Licensed",25,50.00
420638,3,1,"LOCAL","front","light","light","small",34,"injured","NO",49,"Licensed",55,33.33
420660,3,1,"LOCAL","front","dark","light","small",25,"dead","NO",55,"Licensed",55,33.33
420682,2,1,"highway","front","light","light","small",19,"dead","NO",40,"Licensed",40,50.00
420696,5,2,"LOCAL","front","light","light","small",20,"injured","NO",55,"Licensed",45,40.00
420703,7,2,"LOCAL","front","light","light","LORRY",39,"injured","NO",70,"Licensed",70,28.57
420733,2,1,"LOCAL","side","light","light","LORRY",26,"injured","NO",30,"Licensed",45,50.00
420751,3,1,"LOCAL","front","light","light","small",40,"dead","NO",55,"Licensed",55,33.33
420752,4,1,"LOCAL","front","dark","mod","LORRY",34,"dead","NO",65,"Licensed",65,25.00
420775,2,1,"LOCAL","front","dark","light","small",24,"dead","NO",45,"Licensed",55,50.00
420795,2,1,"LOCAL","front","light","light","small",83,"dead","NO",35,"Licensed",0,50.00
420801,6,3,"LOCAL","front","dark","mod","small",25,"dead","NO",5,"Licensed",65,50.00
420816,6,1,"LOCAL","front","light","mod","LORRY",27,"injured","NO",50,"Licensed",55,16.67
420854,3,1,"highway","front","dark","light","small",26,"dead","NO",35,"Licensed",35,33.33
420864,3,1,"LOCAL","front","dark","mod","small",81,"dead","NO",40,"Licensed",45,33.33
420870,2,1,"LOCAL","front","light","light","small",67,"dead","NO",75,"Licensed",70,50.00
420891,7,1,"LOCAL","front","light","light","small",86,"dead","NO",80,"Licensed",35,14.29
420904,2,1,"LOCAL","front","light","light","small",61,"injured","NO",35,"Licensed",40,50.00
420906,3,1,"LOCAL","front","dark","light","LORRY",33,"injured","NO",5,"Licensed",70,33.33
420912,120,3,"LOCAL","front","light","sever","LORRY",67,"dead","NO",50,"Licensed",65,2.50
420917,3,1,"LOCAL","front","light","light","small",44,"injured","NO",55,"Licensed",55,33.33
420930,5,1,"LOCAL","side","dark","mod","small",45,"dead","NO",70,"Licensed",70,20.00
420934,3,1,"LOCAL","front","light","light","LORRY",55,"injured","NO",45,"Licensed",40,33.33
420951,3,1,"highway","front","dark","light","LORRY",37,"dead","Yes",80,"Licensed",25,33.33
420960,3,1,"LOCAL","front","light","light","small",42,"dead","NO",55,"Licensed",55,33.33
420999,9,1,"LOCAL","front","light","light","LORRY",65,"injured","NO",45,"Licensed",45,11.11
421033,2,1,"LOCAL","front","light","sever","small",61,"dead","NO",20,"Licensed",45,50.00
421034,3,1,"LOCAL","front","dark","light","small",20,"dead","NO",110,"Licensed",65,33.33
421035,3,1,"LOCAL","front","dark","light","LORRY",48,"injured","NO",55,"Licensed",65,33.33
421043,4,1,"LOCAL","front","light","light","small",32,"injured","NO",55,"Licensed",55,25.00
421057,5,2,"LOCAL","front","light","mod","small",85,"dead","NO",65,"Licensed",65,40.00
440015,2,2,"LOCAL","front","dark","light","small",24,"dead","NO",61,"Licensed",65,100.00
450016,2,1,"LOCAL","front","dark","light","small",55,"injured","NO",45,"Licensed",55,50.00
450022,4,1,"LOCAL","front","dark","mod","small",64,"dead","NO",55,"Licensed",55,25.00
450029,6,1,"LOCAL","front","dark","light","small",29,"injured","Yes",55,"Licensed",55,16.67
450040,3,1,"LOCAL","front","dark","light","LORRY",43,"dead","Yes",5,"Licensed",45,33.33
450077,3,1,"LOCAL","front","dark","light","small",49,"dead","Yes",70,"Licensed",98,33.33
450081,3,3,"LOCAL","front","dark","light","small",42,"dead","NO",45,"Licensed",45,100.00
450086,2,1,"LOCAL","side","light","light","LORRY",44,"injured","NO",55,"Licensed",55,50.00
450110,2,1,"LOCAL","front","dark","light","small",37,"dead","NO",40,"Licensed",40,50.00
450121,2,1,"LOCAL","front","light","light","small",41,"injured","NO",55,"Licensed",55,50.00
450125,2,1,"LOCAL","front","dark","light","LORRY",60,"dead","NO",55,"Licensed",55,50.00
450128,2,1,"LOCAL","front","light","light","LORRY",55,"injured","NO",55,"Licensed",55,50.00
450134,3,1,"LOCAL","side","dark","light","small",32,"injured","NO",40,"Licensed",45,33.33
450136,4,1,"highway","front","light","light","small",35,"injured","NO",47,"Licensed",35,25.00
450137,3,1,"LOCAL","front","light","light","small",37,"injured","NO",76,"Licensed",35,33.33
450138,2,2,"LOCAL","front","light","light","small",51,"dead","NO",55,"Licensed",55,100.00
450139,2,1,"LOCAL","front","dark","light","LORRY",61,"dead","NO",30,"Licensed",50,50.00
450142,6,1,"LOCAL","front","light","light","BUS",55,"injured","NO",45,"Licensed",45,16.67
450150,2,1,"LOCAL","front","dark","light","small",24,"dead","Yes",75,"Licensed",70,50.00
450163,5,1,"LOCAL","front","dark","light","small",60,"injured","NO",55,"Licensed",55,20.00
450193,2,2,"LOCAL","front","light","light","small",47,"dead","NO",55,"Licensed",55,100.00
450204,4,1,"LOCAL","front","light","light","LORRY",26,"dead","Yes",85,"Licensed",45,25.00
450207,2,1,"LOCAL","front","light","light","small",62,"injured","NO",40,"Licensed",40,50.00
450221,3,1,"LOCAL","side","light","light","small",47,"injured","NO",60,"Licensed",60,33.33
450223,3,1,"LOCAL","front","light","light","small",25,"dead","NO",55,"Licensed",55,33.33
450244,2,1,"LOCAL","front","light","light","small",87,"dead","NO",15,"Licensed",45,50.00
450248,3,1,"LOCAL","front","dark","light","small",23,"injured","NO",70,"Licensed",70,33.33
450257,4,1,"LOCAL","side","light","light","small",54,"injured","NO",20,"Licensed",55,25.00
450262,3,1,"LOCAL","front","dark","light","small",44,"injured","Yes",59,"Licensed",35,33.33
450272,3,1,"LOCAL","front","light","light","small",49,"dead","NO",45,"Licensed",45,33.33
450275,7,2,"LOCAL","front","light","mod","LORRY",40,"injured","NO",75,"Licensed",70,28.57
450276,2,1,"LOCAL","front","dark","mod","LORRY",53,"dead","NO",25,"Licensed",55,50.00
450281,6,3,"LOCAL","front","light","light","small",25,"dead","NO",55,"Licensed",55,50.00
450293,2,1,"LOCAL","front","light","light","LORRY",47,"injured","NO",55,"Licensed",55,50.00
450295,3,1,"LOCAL","front","dark","light","small",25,"injured","NO",45,"Licensed",45,33.33
450300,3,1,"LOCAL","front","light","light","small",36,"injured","NO",45,"Licensed",45,33.33
450308,4,1,"LOCAL","front","light","light","small",46,"injured","NO",35,"Licensed",45,25.00
450313,4,1,"LOCAL","front","light","light","small",65,"dead","NO",35,"Licensed",35,25.00
450314,4,1,"LOCAL","front","light","light","small",69,"injured","NO",45,"Licensed",45,25.00
450319,6,1,"LOCAL","front","light","light","small",55,"injured","NO",50,"Licensed",60,16.67
450324,4,1,"LOCAL","side","light","light","small",62,"injured","NO",55,"Licensed",55,25.00
450330,2,1,"LOCAL","front","dark","light","LORRY",60,"injured","NO",5,"Licensed",60,50.00
450335,2,1,"LOCAL","front","light","light","small",22,"injured","NO",15,"Licensed",45,50.00
450336,4,1,"LOCAL","front","light","light","small",45,"injured","NO",45,"Licensed",45,25.00
450341,2,1,"highway","front","dark","light","small",21,"injured","NO",45,"Licensed",35,50.00
450342,2,1,"LOCAL","front","dark","light","small",47,"injured","Yes",60,"Licensed",50,50.00
450356,7,1,"LOCAL","front","light","mod","small",29,"injured","NO",50,"Licensed",55,14.29
450361,2,1,"LOCAL","front","light","light","LORRY",78,"injured","NO",5,"Licensed",60,50.00
450366,2,1,"LOCAL","front","dark","light","small",27,"dead","Yes",50,"Licensed",40,50.00
450369,4,1,"LOCAL","front","light","light","small",59,"injured","NO",50,"Licensed",50,25.00
450376,3,1,"LOCAL","side","light","light","LORRY",21,"injured","NO",55,"Licensed",45,33.33
450377,4,1,"LOCAL","front","dark","light","LORRY",27,"dead","NO",100,"Licensed",45,25.00
450378,6,1,"LOCAL","front","dark","light","small",62,"injured","NO",55,"Licensed",55,16.67
450381,2,1,"LOCAL","front","light","light","LORRY",38,"injured","NO",40,"Licensed",55,50.00
450382,2,1,"LOCAL","side","light","light","LORRY",37,"dead","NO",60,"Licensed",60,50.00
450384,3,1,"LOCAL","front","light","light","LORRY",42,"injured","NO",60,"Licensed",70,33.33
450390,4,1,"LOCAL","side","light","light","small",50,"injured","NO",69,"Licensed",55,25.00
450394,3,1,"LOCAL","front","light","light","small",25,"injured","NO",45,"Licensed",45,33.33
450397,4,1,"LOCAL","front","light","light","small",46,"injured","NO",75,"Licensed",70,25.00
450398,3,1,"LOCAL","front","light","light","small",63,"injured","NO",40,"Licensed",70,33.33
450425,5,3,"LOCAL","front","dark","light","small",24,"dead","NO",55,"Licensed",55,60.00
450429,2,1,"highway","front","dark","light","small",70,"injured","NO",35,"Licensed",35,50.00
450432,3,2,"LOCAL","front","dark","light","LORRY",46,"dead","NO",35,"Licensed",35,66.67
450435,7,2,"LOCAL","front","light","light","small",36,"injured","NO",55,"Licensed",55,28.57
450438,2,1,"LOCAL","front","light","light","small",37,"injured","NO",10,"No Lic",45,50.00
450444,7,1,"LOCAL","front","dark","light","small",21,"injured","NO",55,"Licensed",55,14.29
450448,2,1,"LOCAL","front","light","light","small",35,"dead","Yes",55,"Licensed",55,50.00
450456,2,1,"LOCAL","front","light","light","LORRY",66,"injured","NO",50,"Licensed",55,50.00
450458,2,2,"LOCAL","side","dark","light","small",19,"injured","NO",55,"Licensed",55,100.00
450459,3,1,"LOCAL","front","light","light","LORRY",59,"dead","NO",40,"Licensed",45,33.33
450463,2,1,"LOCAL","front","light","light","small",41,"injured","NO",55,"Licensed",55,50.00
450466,3,1,"LOCAL","side","dark","light","small",50,"injured","NO",60,"Licensed",60,33.33
450473,2,1,"LOCAL","front","light","light","small",64,"dead","NO",55,"Licensed",55,50.00
450476,3,1,"LOCAL","side","light","light","LORRY",31,"dead","NO",87,"Licensed",40,33.33
450480,2,1,"LOCAL","front","light","light","small",26,"dead","NO",40,"Licensed",40,50.00
450481,2,2,"LOCAL","front","light","light","small",46,"dead","NO",45,"Licensed",45,100.00
450493,2,2,"LOCAL","front","dark","light","small",20,"dead","NO",45,"Licensed",45,100.00
450495,5,1,"LOCAL","front","light","light","small",50,"dead","Yes",50,"Licensed",55,20.00
450505,3,1,"LOCAL","front","light","light","small",73,"injured","NO",55,"Licensed",55,33.33
450507,3,1,"LOCAL","front","light","light","small",35,"injured","NO",45,"Licensed",45,33.33
450509,7,1,"LOCAL","side","light","light","small",64,"injured","NO",45,"Licensed",45,14.29
450510,2,1,"LOCAL","front","light","light","small",53,"injured","NO",5,"Licensed",45,50.00
450511,3,1,"LOCAL","front","dark","light","small",24,"dead","NO",62,"Licensed",60,33.33
450515,2,1,"LOCAL","front","dark","light","small",29,"injured","Yes",50,"Licensed",45,50.00
450520,2,1,"LOCAL","front","light","light","LORRY",41,"injured","NO",55,"Licensed",55,50.00
450522,3,2,"LOCAL","front","dark","light","small",32,"dead","NO",60,"Licensed",60,66.67
450523,2,1,"LOCAL","side","light","light","small",51,"dead","Yes",60,"Licensed",60,50.00
450532,5,1,"LOCAL","side","light","light","LORRY",44,"injured","NO",55,"Licensed",55,20.00
450538,4,2,"LOCAL","front","dark","light","small",26,"dead","NO",70,"Licensed",70,50.00
450552,2,1,"LOCAL","front","light","light","LORRY",57,"injured","NO",55,"Licensed",55,50.00
450562,3,1,"LOCAL","front","light","light","small",39,"injured","NO",55,"Licensed",55,33.33
450573,4,2,"LOCAL","front","light","light","small",32,"dead","NO",5,"Licensed",55,50.00
450585,5,1,"LOCAL","front","light","light","small",24,"injured","NO",45,"Licensed",45,20.00
450589,4,1,"LOCAL","front","light","light","small",33,"injured","NO",40,"Licensed",40,25.00
450590,3,1,"LOCAL","front","light","light","LORRY",51,"dead","NO",35,"Licensed",35,33.33
450607,3,1,"LOCAL","side","dark","light","small",27,"injured","Yes",60,"Licensed",55,33.33
450612,3,1,"LOCAL","front","dark","light","small",28,"injured","NO",30,"Licensed",45,33.33
450621,4,1,"LOCAL","side","light","light","small",52,"injured","NO",30,"Licensed",55,25.00
450626,2,1,"LOCAL","front","dark","light","small",47,"injured","NO",25,"Licensed",45,50.00
450661,3,1,"LOCAL","front","light","light","small",22,"dead","NO",60,"Licensed",35,33.33
450666,3,1,"LOCAL","front","light","light","small",25,"injured","NO",30,"Licensed",45,33.33
450673,3,1,"LOCAL","side","light","light","LORRY",60,"injured","NO",66,"Licensed",70,33.33
450676,3,1,"LOCAL","front","light","light","small",18,"dead","NO",55,"Licensed",55,33.33
450682,5,1,"LOCAL","front","dark","light","small",46,"dead","NO",75,"Licensed",70,20.00
450683,2,1,"LOCAL","front","dark","light","small",22,"injured","Yes",110,"Licensed",60,50.00
450684,2,1,"LOCAL","front","light","light","LORRY",23,"injured","NO",45,"Licensed",45,50.00
450686,8,1,"LOCAL","front","light","mod","small",29,"injured","NO",55,"Licensed",55,12.50
450695,2,2,"LOCAL","front","dark","light","small",22,"dead","NO",70,"Licensed",70,100.00
450703,3,1,"LOCAL","front","light","light","small",24,"dead","NO",103,"Licensed",30,33.33
450705,4,2,"LOCAL","front","light","light","LORRY",32,"injured","NO",55,"Licensed",55,50.00
450706,2,1,"LOCAL","front","dark","light","LORRY",37,"injured","NO",5,"Licensed",55,50.00
450707,14,1,"LOCAL","front","light","light","small",46,"injured","NO",64,"Licensed",65,7.14
450711,2,1,"LOCAL","front","dark","light","small",58,"injured","NO",35,"Licensed",35,50.00
450723,2,1,"LOCAL","front","light","light","small",45,"dead","Yes",55,"Licensed",55,50.00
450729,4,1,"LOCAL","side","dark","light","small",40,"injured","NO",20,"Licensed",35,25.00
450730,6,1,"LOCAL","side","light","light","small",70,"injured","NO",75,"Licensed",70,16.67
450739,4,3,"LOCAL","front","dark","light","small",76,"dead","NO",55,"Licensed",55,75.00
450747,2,2,"LOCAL","front","dark","light","small",42,"dead","Yes",55,"Licensed",55,100.00
450749,2,1,"LOCAL","front","dark","light","small",35,"injured","NO",45,"Licensed",45,50.00
450755,3,1,"LOCAL","front","light","light","small",55,"dead","NO",55,"Licensed",55,33.33
450772,2,1,"LOCAL","front","light","light","small",33,"injured","NO",45,"Licensed",55,50.00
450774,3,1,"LOCAL","front","dark","light","small",57,"injured","NO",60,"Licensed",60,33.33
450787,2,1,"LOCAL","front","light","light","small",60,"injured","NO",55,"Licensed",55,50.00
450793,2,1,"LOCAL","front","light","light","LORRY",51,"dead","NO",15,"Licensed",45,50.00
450794,4,1,"LOCAL","front","light","light","small",18,"injured","NO",64,"Licensed",55,25.00
450804,3,1,"LOCAL","front","dark","light","LORRY",51,"dead","NO",25,"Licensed",55,33.33
450815,5,1,"LOCAL","front","dark","light","small",27,"injured","Yes",47,"Licensed",55,20.00
450832,2,1,"LOCAL","front","light","light","small",35,"dead","NO",55,"Licensed",55,50.00
450834,2,1,"LOCAL","front","light","light","small",23,"injured","NO",60,"Licensed",60,50.00
450842,5,1,"LOCAL","side","light","light","small",19,"injured","NO",60,"Licensed",60,20.00
450845,7,4,"LOCAL","front","dark","light","LORRY",36,"injured","NO",65,"Licensed",70,57.14
450853,2,1,"LOCAL","front","dark","mod","small",53,"injured","NO",40,"Licensed",40,50.00
450855,2,1,"LOCAL","front","dark","mod","small",67,"dead","NO",55,"Licensed",50,50.00
450861,2,1,"LOCAL","front","dark","light","LORRY",54,"injured","NO",55,"Licensed",70,50.00
450872,3,2,"LOCAL","front","dark","mod","small",51,"dead","Yes",45,"Licensed",45,66.67
450877,2,1,"LOCAL","side","light","light","LORRY",67,"dead","NO",55,"Licensed",55,50.00
450883,2,1,"highway","front","light","light","small",23,"injured","NO",55,"Licensed",55,50.00
450884,4,2,"LOCAL","front","dark","light","small",19,"dead","NO",45,"Licensed",45,50.00
450895,2,1,"LOCAL","front","light","light","small",26,"injured","NO",15,"Licensed",45,50.00
450906,2,1,"LOCAL","front","dark","light","LORRY",20,"dead","NO",25,"Licensed",25,50.00
450908,4,1,"LOCAL","front","dark","light","small",39,"injured","NO",40,"Licensed",45,25.00
450914,2,1,"LOCAL","front","dark","light","small",41,"injured","NO",35,"Licensed",35,50.00
450920,2,1,"LOCAL","front","dark","light","small",43,"injured","NO",65,"Licensed",55,50.00
450921,5,1,"LOCAL","front","light","light","small",32,"injured","NO",88,"Licensed",55,20.00
460018,2,2,"LOCAL","front","dark","light","small",35,"dead","Yes",68,"No Lic",65,100.00
460021,3,1,"LOCAL","front","light","light","small",57,"injured","NO",67,"Licensed",65,33.33
460023,4,1,"LOCAL","front","dark","light","small",18,"injured","NO",70,"Licensed",65,25.00
460042,2,1,"LOCAL","front","light","light","small",26,"dead","NO",65,"Licensed",65,50.00
460055,3,1,"LOCAL","front","light","light","LORRY",69,"injured","Yes",45,"Licensed",45,33.33
460058,2,1,"LOCAL","front","light","light","LORRY",58,"dead","NO",57,"Licensed",80,50.00
460061,3,1,"highway","front","light","light","small",43,"injured","Yes",55,"Licensed",55,33.33
460065,7,2,"LOCAL","front","light","light","small",26,"dead","Yes",62,"Licensed",65,28.57
460067,5,2,"LOCAL","front","light","light","small",62,"dead","NO",63,"Licensed",65,40.00
460087,2,1,"LOCAL","front","dark","light","small",67,"dead","Yes",65,"Licensed",65,50.00
470177,2,1,"LOCAL","front","light","light","small",30,"injured","NO",39,"Licensed",45,50.00
470494,4,1,"LOCAL","front","light","light","small",24,"injured","NO",56,"Licensed",45,25.00
470610,3,1,"LOCAL","front","dark","light","small",26,"dead","NO",22,"Licensed",45,33.33
480103,2,2,"LOCAL","front","light","light","small",45,"dead","NO",75,"Licensed",60,100.00
480655,4,1,"LOCAL","front","dark","light","small",26,"dead","Yes",60,"Licensed",65,25.00
480958,3,1,"LOCAL","front","dark","light","LORRY",40,"dead","Yes",76,"Licensed",70,33.33
481019,3,1,"highway","front","dark","light","LORRY",23,"dead","NO",57,"Licensed",40,33.33
481764,6,1,"LOCAL","front","dark","light","small",41,"injured","Yes",90,"No Lic",70,16.67
481918,4,1,"highway","side","light","light","small",21,"dead","NO",68,"No Lic",50,25.00
483040,5,4,"LOCAL","front","dark","light","small",33,"dead","Yes",93,"Licensed",60,80.00
483112,3,1,"highway","rear","dark","light","LORRY",25,"dead","Yes",75,"No Lic",45,33.33
490017,2,1,"LOCAL","front","light","light","small",63,"dead","NO",71,"Licensed",55,50.00
490034,2,1,"LOCAL","side","dark","mod","small",18,"dead","NO",60,"Licensed",65,50.00
490039,2,1,"LOCAL","front","dark","mod","small",30,"injured","Yes",95,"Licensed",70,50.00
490051,2,1,"highway","front","light","light","small",21,"injured","NO",40,"Licensed",40,50.00
490055,4,1,"LOCAL","front","dark","light","LORRY",27,"injured","NO",65,"Licensed",80,25.00
490074,2,1,"LOCAL","front","light","mod","small",37,"dead","NO",70,"Licensed",75,50.00
490081,3,1,"highway","side","dark","light","small",49,"injured","NO",65,"Licensed",35,33.33
490093,7,1,"LOCAL","front","light","light","small",70,"injured","NO",65,"Licensed",65,14.29
490102,3,1,"LOCAL","side","dark","light","small",30,"dead","NO",65,"Licensed",65,33.33
490107,2,1,"LOCAL","front","light","light","small",27,"injured","NO",40,"Licensed",45,50.00
490119,4,1,"LOCAL","front","light","light","small",44,"injured","NO",75,"Licensed",65,25.00
490124,6,1,"LOCAL","side","light","light","LORRY",48,"injured","NO",70,"Licensed",80,16.67
490131,7,1,"LOCAL","side","light","light","small",46,"dead","NO",60,"Licensed",60,14.29
490135,4,1,"highway","front","light","light","small",30,"injured","Yes",50,"Licensed",50,25.00
490144,6,1,"LOCAL","front","light","light","small",27,"dead","NO",60,"Licensed",55,16.67
490146,5,2,"LOCAL","front","dark","light","small",21,"injured","NO",20,"Licensed",45,40.00
490150,6,1,"LOCAL","front","dark","light","small",23,"dead","Yes",53,"Licensed",45,16.67
490155,3,1,"highway","side","light","light","LORRY",23,"dead","NO",35,"Licensed",35,33.33
490161,3,2,"LOCAL","front","dark","light","small",20,"injured","NO",55,"Licensed",55,66.67
490166,2,1,"LOCAL","front","light","light","LORRY",31,"dead","NO",60,"Licensed",60,50.00
490169,3,1,"LOCAL","front","light","light","small",19,"injured","NO",50,"Licensed",55,33.33
490174,4,2,"LOCAL","front","dark","light","small",22,"injured","Yes",80,"Licensed",80,50.00
490200,3,1,"LOCAL","side","light","light","small",30,"dead","Yes",65,"Licensed",65,33.33
490208,5,1,"LOCAL","front","light","light","small",77,"injured","NO",40,"Licensed",55,20.00
490218,2,1,"LOCAL","front","light","mod","small",20,"dead","NO",60,"Licensed",60,50.00
490221,2,1,"LOCAL","side","light","light","BUS",30,"injured","NO",15,"Licensed",40,50.00
490257,2,1,"LOCAL","front","dark","light","small",26,"injured","Yes",70,"Licensed",50,50.00
490259,4,1,"highway","front","light","sever","small",66,"dead","NO",20,"Licensed",98,25.00
490264,8,1,"LOCAL","side","light","light","small",50,"dead","NO",60,"Licensed",60,12.50
500002,3,1,"LOCAL","front","light","light","small",21,"injured","NO",51,"Licensed",50,33.33
510030,3,1,"LOCAL","front","light","mod","small",81,"dead","NO",35,"Licensed",35,33.33
510058,3,1,"LOCAL","front","light","sever","small",53,"injured","NO",15,"Licensed",55,33.33
510216,3,1,"LOCAL","side","light","mod","small",61,"injured","NO",65,"Licensed",70,33.33
510410,16,1,"LOCAL","front","light","mod","LORRY",57,"injured","NO",65,"Licensed",70,6.25
510489,2,1,"LOCAL","front","dark","mod","LORRY",55,"dead","NO",40,"Licensed",70,50.00
550012,2,2,"LOCAL","front","dark","light","small",84,"dead","NO",70,"Licensed",70,100.00
550033,4,1,"LOCAL","front","dark","light","small",59,"dead","Yes",40,"Licensed",40,25.00
550072,4,1,"LOCAL","front","light","light","small",34,"injured","Yes",64,"Licensed",55,25.00
550097,3,1,"LOCAL","front","light","light","small",43,"injured","NO",62,"Licensed",55,33.33
550106,6,1,"LOCAL","front","light","light","small",39,"injured","NO",38,"Licensed",55,16.67
550136,3,2,"highway","front","light","mod","small",65,"dead","NO",55,"Licensed",55,66.67
